,loss,val_loss,ssim,val_ssim
0,0.2651827037334442,0.2302892506122589,0.7348172664642334,0.7697107791900635
1,0.23163652420043945,0.2302892506122589,0.7683635354042053,0.7697107791900635
2,0.23171895742416382,0.2302892506122589,0.7682810425758362,0.7697107791900635
3,0.23211343586444855,0.23028923571109772,0.7678866386413574,0.7697107791900635
4,0.23187671601772308,0.2302892506122589,0.7681233286857605,0.7697107791900635
5,0.2315557301044464,0.2302892506122589,0.768444299697876,0.7697107195854187
6,0.23233430087566376,0.2302892506122589,0.7676657438278198,0.7697107791900635
7,0.23176047205924988,0.2302892506122589,0.7682395577430725,0.7697107791900635
8,0.23220433294773102,0.2302892506122589,0.767795741558075,0.7697107791900635
9,0.23194964230060577,0.2302892506122589,0.7680503129959106,0.7697107791900635
10,0.23217971622943878,0.2302892506122589,0.7678202986717224,0.7697107791900635
11,0.231846883893013,0.2302892506122589,0.7681530714035034,0.7697107791900635
12,0.2317463606595993,0.2302892506122589,0.768253743648529,0.7697107791900635
13,0.23198287189006805,0.2302892506122589,0.7680172324180603,0.7697107791900635
14,0.23198440670967102,0.2302892506122589,0.7680155634880066,0.7697107195854187
15,0.2322547435760498,0.2302892506122589,0.7677452564239502,0.7697107791900635
