,loss,val_loss,mssim,val_mssim
0,69793.40625,77417.09375,0.3412756621837616,0.5948203802108765
1,22335.59765625,19032.869140625,0.7011988759040833,0.812029242515564
2,8170.2412109375,15359.5107421875,0.8182388544082642,0.8563184142112732
3,5876.546875,8311.3828125,0.851921796798706,0.8793060779571533
4,4336.65771484375,9250.9169921875,0.8760012984275818,0.8901562690734863
5,4214.455078125,11977.4775390625,0.883237361907959,0.8983036875724792
6,3706.03564453125,5548.63134765625,0.8914003968238831,0.9131184816360474
7,2682.816650390625,6721.17626953125,0.9093480706214905,0.9210589528083801
8,2058.021240234375,4666.48876953125,0.9204666614532471,0.9238860607147217
9,2325.777099609375,12189.7939453125,0.9252496957778931,0.9234923124313354
10,2066.2705078125,5513.21435546875,0.9257156848907471,0.926453709602356
11,1699.1751708984375,9890.6015625,0.9317572116851807,0.9041122198104858
12,1681.7862548828125,4661.43603515625,0.9329401254653931,0.9331115484237671
13,1373.2548828125,7886.08984375,0.9383631348609924,0.9289191365242004
14,2089.521240234375,7583.58251953125,0.9263288974761963,0.9370115399360657
15,1837.516845703125,5660.380859375,0.933302104473114,0.9249634742736816
16,1707.20703125,7459.00439453125,0.9351825714111328,0.9363279938697815
17,1365.6195068359375,4386.8037109375,0.9405128955841064,0.9347854852676392
18,1289.0628662109375,4666.0146484375,0.9417648911476135,0.933932900428772
19,1320.935546875,5531.9912109375,0.9417951107025146,0.9371680021286011
20,1962.4132080078125,3929.888671875,0.9380452036857605,0.9392037391662598
21,1560.4390869140625,4820.478515625,0.93845534324646,0.9387175440788269
22,1318.8665771484375,5128.65576171875,0.9428497552871704,0.9395877122879028
23,1237.6776123046875,4749.4072265625,0.9455167651176453,0.9396273493766785
24,1267.7760009765625,3686.60986328125,0.9463234543800354,0.9401457905769348
25,1141.98974609375,4004.860107421875,0.9463062882423401,0.944932758808136
26,1264.86279296875,3960.230712890625,0.9461268782615662,0.942965030670166
27,1263.632080078125,5075.15283203125,0.9456489086151123,0.942854642868042
28,1212.0963134765625,6193.3369140625,0.9459324479103088,0.93927401304245
29,1282.27734375,6176.23388671875,0.9433785080909729,0.9303485155105591
30,1255.17041015625,4423.39501953125,0.9454901218414307,0.9358334541320801
31,1052.9781494140625,4708.47412109375,0.9488052129745483,0.9397028684616089
32,1058.138671875,4350.87158203125,0.9497396349906921,0.9456599354743958
33,1051.2401123046875,7754.11474609375,0.9503624439239502,0.9430531859397888
34,1027.6646728515625,4873.82177734375,0.9505850076675415,0.9428824186325073
35,878.7335205078125,3753.81103515625,0.9511721134185791,0.9451223015785217
36,955.8572387695312,5814.52880859375,0.9508068561553955,0.9453908205032349
